PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
160,9/2/18,2:15:50 PM,1,1,"Love, Austin",1000017398,Right,NOR_TAR2,"Enwiller, Dylan",1000017380,Right,NOR_TAR,Undefined,4,Bottom,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,81.82073545,-0.068097395,-3.851382629,2019.980042,205.1157273,12:45,6.053650902,2.875563167,6.621717342,-27.41257514,13.80387595,5.434971044,3.70340445,-0.172681296,73.78146234,-5.314798325,-2.774692772,0.462068982,,,,,,,,,,,,-4.230102829,7.69428122,-2.616224531,50,6.037838376,7.768374225,-118.5677237,-0.844892503,-5.941743307,25.48166387,-21.36640492,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,392a3080-aedc-11e8-ae34-484d7efbbbf7
161,9/2/18,2:15:59 PM,1,2,"Love, Austin",1000017398,Right,NOR_TAR2,"Enwiller, Dylan",1000017380,Right,NOR_TAR,Undefined,4,Bottom,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,84.49391995,-0.308376532,-3.310943898,2047.197863,209.0711897,1:00,5.742577269,3.316550976,6.696233123,-23.14956533,15.19549528,7.346807475,3.540775496,0.937682063,76.4161839,-4.727025946,-1.856512153,0.445683168,,,,,,,,,,,,-5.088563317,8.550670827,-3.098775885,50,5.712716087,6.800092713,-122.5835433,-1.234833504,-7.669092429,26.38614835,-19.28713317,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,392a3082-aedc-11e8-ae34-484d7efbbbf7
162,9/2/18,2:16:09 PM,1,3,"Love, Austin",1000017398,Right,NOR_TAR2,"Enwiller, Dylan",1000017380,Right,NOR_TAR,Undefined,4,Bottom,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,78.53688172,1.710872059,-2.531102725,2280.752511,109.3455599,9:45,5.756318084,3.060260898,6.705608412,-40.36562355,3.323317959,-4.039884665,3.904656691,0.389428955,72.34402188,-6.010923975,-3.321393528,0.475726429,,,,,,,,,,,,1.572115718,1.412172597,-2.891220622,50,5.85448822,5.190021719,-114.1650003,2.301348003,2.086361973,19.92761196,-30.29994783,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,430e7c53-aedc-11e8-ae34-484d7efbbbf7
163,9/2/18,2:16:19 PM,1,4,"Love, Austin",1000017398,Right,NOR_TAR2,"Enwiller, Dylan",1000017380,Right,NOR_TAR,Undefined,4,Bottom,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,78.69207996,-0.694083518,-3.604250168,1759.883628,229.2500479,1:45,5.822021308,3.243249219,7.361480861,-30.15988665,12.85070869,12.36351866,2.668560526,1.080753958,71.52414015,-6.536348339,-1.129353642,0.472018744,,,,,,,,,,,,-8.115974143,7.542859501,-3.047060834,50,5.775930685,6.788682552,-114.2878391,-2.033018499,-10.64602386,22.68351859,-22.27980039,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,4ab8e580-aedc-11e8-ae34-484d7efbbbf7
164,9/2/18,2:16:31 PM,1,5,"Love, Austin",1000017398,Right,NOR_TAR2,"Enwiller, Dylan",1000017380,Right,NOR_TAR,Undefined,4,Bottom,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,81.81055432,-1.178075302,-3.60695824,2038.606719,205.0001908,12:45,5.888218794,3.098498636,6.612810285,-25.67367029,15.62066484,6.271726232,2.672881668,0.346252967,73.73068106,-6.079999957,-2.366146765,0.462505346,,,,,,,,,,,,-4.636900162,9.060053213,-2.855681734,50,5.797490258,7.234147219,-118.5654205,-3.081616214,-6.500385024,25.88083822,-19.47292665,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,518f16fa-aedc-11e8-ae34-484d7efbbbf7
165,9/2/18,2:17:06 PM,1,6,"Love, Austin",1000017398,Right,NOR_TAR2,"Enwiller, Dylan",1000017380,Right,NOR_TAR,Undefined,4,Bottom,0,0,0,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,78.9052607,3.859624332,-2.421554432,2272.725687,139.7929711,10:45,5.815508293,3.097694076,6.645155724,-37.88576012,6.274294065,-3.404711119,6.151139499,0.576796307,71.25137956,-3.441737391,-3.096120245,0.478284512,,,,,,,,,,,,1.149381592,2.329733489,-2.933629135,50,6.061247078,4.963737273,-114.3006422,6.677839549,1.507189151,22.79655641,-29.11905876,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,6656d1ab-aedc-11e8-ae34-484d7efbbbf7
166,9/2/18,2:17:21 PM,1,7,"Love, Austin",1000017398,Right,NOR_TAR2,"Enwiller, Dylan",1000017380,Right,NOR_TAR,Undefined,4,Bottom,0,1,0,Undefined,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,88.19672163,-0.528212398,-4.656757147,2231.845077,205.0448687,12:45,5.734696057,3.116330662,7.104028787,-21.22306882,13.43185487,5.506759407,3.491668037,-0.633111076,79.962272,-4.603202738,-3.567854367,0.423695637,94.77881358,33.30052963,-6.237151325,3447.185982,109.6405125,69.76131607,-8.884906228,347.7042218,145.0366208,-3.639062135,5.338024292,-4.501162088,7.742896516,-2.841015885,50,5.696323187,10.21433228,-127.899738,-1.686328304,-7.399097313,28.25786569,-19.44612548,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,6fc3e463-aedc-11e8-ae34-484d7efbbbf7
167,9/2/18,2:17:54 PM,2,1,"Love, Austin",1000017398,Right,NOR_TAR2,"Roberts, Caleb",1000036023,Left,NOR_TAR,Undefined,4,Bottom,1,0,0,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,89.85967199,-2.119035121,-5.195872931,2188.102903,209.3875802,1:00,5.937320818,3.015500312,7.067315983,-15.80974509,17.79839599,9.009610989,2.720323654,-0.91320455,81.22443982,-5.12089134,-3.404154691,0.41724752,,,,,,,,,,,,-6.656678921,10.6818101,-2.705040362,50,5.803779119,11.461166,-130.0507227,-5.138153123,-11.29264816,29.68232077,-14.05301183,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,81aad2d4-aedc-11e8-ae34-484d7efbbbf7
168,9/2/18,2:18:06 PM,2,2,"Love, Austin",1000017398,Right,NOR_TAR2,"Roberts, Caleb",1000036023,Left,NOR_TAR,Undefined,4,Bottom,1,1,0,Undefined,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,88.83420264,-1.392736399,-4.071947347,2199.570582,207.38931,1:00,5.771453033,3.085895236,7.078952646,-20.2675297,14.00256721,6.380242933,2.824299089,-0.054004105,80.33214506,-5.28398518,-2.805867129,0.421336598,69.1987718,30.75184524,9.720615308,3069.984653,109.0899725,45.72942171,14.11993102,223.4519143,223.2648698,5.257929041,3.69859314,-4.857129749,8.337372445,-2.843894698,50,5.681295093,8.932115366,-128.8502101,-3.617670182,-8.07483805,29.5515393,-18.31340745,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,8a9722dc-aedc-11e8-ae34-484d7efbbbf7
169,9/2/18,2:19:26 PM,3,1,"Love, Austin",1000017398,Right,NOR_TAR2,"Ollio, Connor",1000013456,Right,NOR_TAR,Undefined,4,Bottom,1,0,0,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.52767185,-1.340635736,-2.888273307,2147.481722,230.1494344,1:45,5.783763222,2.975542209,6.673587822,-21.16091489,13.77544092,14.36540792,2.800056596,1.603086645,80.12326001,-5.377401037,-0.045308736,0.425412571,,,,,,,,,,,,-8.84868493,8.071005817,-2.787242663,50,5.685478204,5.890951079,-128.4918284,-3.566956571,-14.64956653,29.04160827,-18.81197978,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,b753b223-aedc-11e8-ae34-484d7efbbbf7
170,9/2/18,2:19:44 PM,3,2,"Love, Austin",1000017398,Right,NOR_TAR2,"Ollio, Connor",1000013456,Right,NOR_TAR,Undefined,4,Bottom,1,1,0,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.12544933,-2.027229724,-3.959703865,2259.454288,194.4708285,12:30,5.879420673,2.789182462,6.963592953,-18.96131003,15.20252431,3.474136718,2.465941621,-0.511144794,80.79285441,-5.64220662,-3.271073352,0.420682864,,,,,,,,,,,,-3.151765355,9.157462017,-2.545233261,50,5.747044181,8.806430761,-129.2110821,-5.027230967,-5.280548057,29.17826981,-16.83140314,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,c042648f-aedc-11e8-ae34-484d7efbbbf7
171,9/2/18,2:20:07 PM,3,3,"Love, Austin",1000017398,Right,NOR_TAR2,"Ollio, Connor",1000013456,Right,NOR_TAR,Undefined,4,Bottom,1,1,1,Undefined,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,87.28125382,-0.517171917,-3.2676741,2104.524723,197.7744968,12:30,5.742744321,2.727261689,6.840380432,-21.22546035,14.44540781,4.093544533,3.510771736,0.104151843,79.0764881,-4.575478561,-2.46031516,0.42986131,61.87780052,-51.32503098,-81.25078933,,,,,4.193726153,3.837143111,-44.90379479,0.05043396,-3.274058919,8.235535399,-2.519624666,50,5.701680776,7.080140079,-126.7217072,-1.671424499,-5.27825366,27.96767628,-18.89718154,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,d226f0b9-aedc-11e8-ae34-484d7efbbbf7
172,9/2/18,2:20:36 PM,3,4,"Love, Austin",1000017398,Right,NOR_TAR2,"Ollio, Connor",1000013456,Right,NOR_TAR,Undefined,4,Bottom,1,1,2,Undefined,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,81.59641527,1.301792689,-3.043271421,2125.528696,101.2818316,9:30,5.665608458,3.031584162,6.726579225,-38.21198125,2.453637842,-3.664372756,3.62533421,-0.072528387,74.77940708,-6.022147821,-3.759314914,0.458970965,92.76234771,59.53919415,-47.16217635,4200.962339,55.42546018,160.4531739,-95.01584924,247.1146798,68.72028813,-64.79235919,6.378074341,1.182145844,1.016144737,-2.829648578,50,5.736789687,6.432604271,-118.5620871,1.62362053,1.68194272,22.7606908,-30.72829019,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,e406b81d-aedc-11e8-ae34-484d7efbbbf7
173,9/2/18,2:21:11 PM,3,5,"Love, Austin",1000017398,Right,NOR_TAR2,"Ollio, Connor",1000013456,Right,NOR_TAR,Undefined,4,Bottom,1,1,2,Undefined,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,89.19253836,-1.851390473,-5.61538037,2126.041304,206.1390624,12:45,5.95182061,3.104342875,6.890577426,-18.84403902,15.43233829,6.727264694,2.70312622,-1.432441739,80.94740836,-5.432485187,-4.290628606,0.421375204,,,,,,,,,,,,-5.422227646,9.189864043,-2.751247255,50,5.827458446,12.41797351,-129.0293038,-4.637211114,-9.084984691,28.38385769,-16.77635971,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,f5fbf4f6-aedc-11e8-ae34-484d7efbbbf7
174,9/2/18,2:21:56 PM,4,1,"Love, Austin",1000017398,Right,NOR_TAR2,"Harris, Dylan",1000035579,Left,NOR_TAR,Undefined,4,Bottom,2,0,0,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.69354931,-0.485788229,-2.727280241,2225.982078,220.033415,1:15,5.654022029,3.152064239,6.672904166,-21.78060701,12.95914184,9.398509994,3.398620797,1.488789922,80.3347477,-4.645640836,-0.867469353,0.424213862,,,,,,,,,,,,-6.030216616,7.350893754,-2.972752572,50,5.612694134,5.741956954,-128.7700282,-1.676780199,-10.04369889,28.7483924,-19.93068017,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,10bc202b-aedd-11e8-ae34-484d7efbbbf7
175,9/2/18,2:22:14 PM,4,2,"Love, Austin",1000017398,Right,NOR_TAR2,"Harris, Dylan",1000035579,Left,NOR_TAR,Undefined,4,Bottom,2,1,0,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,80.51766936,-2.033563728,-5.537617883,1564.03856,236.6749038,2:00,5.446754123,3.246183795,7.383812259,-32.91775398,8.115747999,9.501798634,0.83071106,-0.933471767,73.87814389,-8.374282122,-3.660913247,0.461042339,,,,,,,,,,,,-6.971686708,5.212629169,-2.945704318,50,5.327179989,11.01250424,-116.6672583,-4.918327278,-9.592684862,22.29580643,-25.00173703,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,19ad3501-aedd-11e8-ae34-484d7efbbbf7
176,9/2/18,2:22:39 PM,4,3,"Love, Austin",1000017398,Right,NOR_TAR2,"Harris, Dylan",1000035579,Left,NOR_TAR,Undefined,4,Bottom,2,2,0,Undefined,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,85.84485967,-1.467710032,-3.584076337,2121.543093,210.1637655,1:00,5.61696073,2.995499721,6.985774759,-25.68499498,11.03801683,5.372176524,2.129758703,0.205696484,77.95613411,-6.403231334,-2.520127169,0.436154808,97.52632823,29.95210494,-3.237610857,3774.781358,109.5610338,60.45387502,-9.817076366,355.4479411,352.0540072,-8.296246794,5.085679321,-4.103048004,6.659493784,-2.776781715,50,5.518078605,7.604014388,-124.5781732,-3.853741169,-6.390467439,27.11458708,-21.8019354,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,2b91c123-aedd-11e8-ae34-484d7efbbbf7
177,9/2/18,2:23:39 PM,1,1,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,79.32057083,3.173016552,-1.818202841,1811.508404,283.9768407,3:30,4.272421126,2.004343481,6.259699629,-45.15447976,-0.775586093,12.4308659,3.34945525,1.434845089,71.54795641,-5.52222005,0.636615128,0.47946814,,,,,,,,,,,,-7.361422912,-1.390476587,-1.875161015,50,4.486463982,3.149242217,-114.986657,4.962890112,-9.732685535,23.80939267,-34.01242566,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,4f587701-aedd-11e8-ae34-484d7efbbbf7
178,9/2/18,2:23:49 PM,1,2,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,82.53558194,2.041812147,-1.870422511,1928.583221,271.0780035,3:00,4.357898153,2.503218977,6.119687744,-39.35937574,1.931147405,15.63658996,2.896544299,2.167922452,74.24150609,-5.521713936,1.216598605,0.462483998,,,,,,,,,,,,-9.111337317,0.418090932,-2.367684538,50,4.494333361,3.238775462,-119.6712761,2.978154134,-13.00107304,26.55015415,-31.57746975,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,56bdb9b7-aedd-11e8-ae34-484d7efbbbf7
179,9/2/18,2:24:01 PM,1,3,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,75.18589948,2.310349178,-2.347176905,1449.093488,308.1492614,4:15,4.309571606,2.018535182,9.187326045,-50.16947525,-6.381183134,10.89888659,2.028795596,0.940506835,68.53512721,-7.883700625,-0.079524256,0.476267034,,,,,,,,,,,,-7.380525086,-4.585887312,-1.961270717,50,4.367856313,4.258165656,-109.6771461,3.713172675,-8.872216576,21.76961865,-37.68679798,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,5d9d7502-aedd-11e8-ae34-484d7efbbbf7
180,9/2/18,2:24:15 PM,1,4,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,75.18803982,1.956930783,-2.873434351,2159.330962,60.05380365,8:00,4.292701099,1.874553347,5.869165755,-52.43343283,-2.42323919,-8.527955893,1.640371881,-1.552290462,68.51448958,-8.001145419,-4.53262747,0.508980081,,,,,,,,,,,,3.708121434,-1.874413105,-1.637256926,50,4.421198606,5.803453787,-108.9837635,2.071209953,4.414630081,20.96523321,-34.40559373,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,65ff78a2-aedd-11e8-ae34-484d7efbbbf7
181,9/2/18,2:24:29 PM,1,5,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,87.29956848,1.261423918,-4.914144403,2160.987466,244.2118453,2:15,4.935201121,1.952916005,6.168863786,-28.32955676,8.640770847,13.76549167,3.720819122,-1.370554496,78.36862215,-4.147100142,-2.209376578,0.437621014,,,,,,,,,,,,-9.059857892,4.330994103,-1.587026919,50,5.016769663,10.23890012,-126.2350486,1.889193409,-14.4210695,28.94573887,-25.28016924,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,6e854073-aedd-11e8-ae34-484d7efbbbf7
182,9/2/18,2:24:43 PM,1,6,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,87.10965771,1.507023534,-3.22949468,2098.288558,269.8152647,3:00,4.95145578,2.055936877,6.344595319,-34.61768993,1.87640997,13.92015658,3.399769739,0.314683288,78.92440879,-5.138491652,-0.492325444,0.434793303,,,,,,,,,,,,-8.589330067,0.598634977,-1.827340823,50,5.045189677,6.533229889,-126.3644863,2.183257595,-13.78425512,27.55105841,-31.2133523,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,772542f8-aedd-11e8-ae34-484d7efbbbf7
183,9/2/18,2:25:44 PM,1,7,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,0,0,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.14204809,0.007995727,-2.146719869,1937.37208,262.242079,2:45,4.943393998,1.413482325,6.234651939,-30.87080222,3.16952967,11.44388469,2.336735591,0.441154209,82.11126478,-5.880554343,0.089844187,0.41992179,,,,,,,,,,,,-6.861702736,1.744905977,-1.259030731,50,4.928880372,4.408884507,-130.9410985,-1.039344828,-11.86179984,28.75985288,-29.15763612,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,96eaa782-aedd-11e8-ae34-484d7efbbbf7
184,9/2/18,2:26:01 PM,1,8,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,0,1,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,75.22030152,1.397329371,-1.390947006,2035.943041,65.49270107,8:15,4.015066602,1.750226723,5.86596352,-53.21711835,-3.561029147,-12.77910363,0.784854899,-0.665152196,68.93913748,-8.672946695,-3.866441841,0.507174926,,,,,,,,,,,,6.464188033,-2.305612916,-1.630081982,50,4.097089424,3.132450649,-109.2442056,1.000000697,7.758629983,20.46804129,-34.94135628,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,a5a47c59-aedd-11e8-ae34-484d7efbbbf7
185,9/2/18,2:26:19 PM,1,9,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,1,1,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,89.16299471,-0.225600559,-1.641384769,2136.772498,245.9398903,2:15,4.881539585,1.529221842,6.258323123,-28.32676495,6.611895896,10.8885171,2.284590652,0.9785313,80.75409646,-5.635535237,0.497812038,0.425426605,,,,,,,,,,,,-6.450371133,3.702836582,-1.412694473,50,4.851176228,3.234334545,-129.4687109,-1.43537979,-10.83947656,29.54296848,-25.9516453,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,b00728aa-aedd-11e8-ae34-484d7efbbbf7
186,9/2/18,2:26:38 PM,1,10,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,2,1,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.58791227,2.466720321,-2.44382176,1702.208761,280.6711722,3:15,4.214135904,1.878121004,6.216715881,-42.72154407,-0.152979196,11.28218016,2.862088502,0.617671374,73.55196099,-5.688751749,-0.241972957,0.469586954,,,,,,,,,,,,-6.826418426,-0.752395564,-1.70064942,50,4.377854295,4.547036363,-116.9772642,3.694500183,-9.450801999,22.2396483,-33.21569896,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,bab884d1-aedd-11e8-ae34-484d7efbbbf7
187,9/2/18,2:26:59 PM,1,11,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Ladowski, Josh",8890003,Right,NOR_TAR2,Undefined,5,Top,0,2,2,Undefined,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,91.36986546,0.297249069,-2.449795392,2139.868242,244.3988895,2:15,4.988305944,1.502060218,6.212141771,-25.03231995,8.187009798,13.79727335,3.161303646,0.455803534,82.91487363,-4.464726142,0.246415828,0.414826938,88.60858753,9.624958608,23.24447972,3802.78603,97.56525074,11.46076415,50.80370472,189.1209983,184.1746239,31.71824215,1.884685669,-8.238120961,4.391967411,-1.325364092,50,4.998105707,5.06593884,-132.6690178,-0.132884882,-14.60039563,29.86965022,-24.39017866,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,c9a6ced8-aedd-11e8-ae34-484d7efbbbf7
188,9/2/18,2:27:52 PM,2,1,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Illies, Brendan",8888833,Right,NOR_TAR2,Undefined,5,Top,0,0,0,Undefined,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,bunt,88.43007091,-0.45774742,-3.265182582,2052.15615,247.1816849,2:15,4.948362517,1.94629008,6.529203523,-28.02281102,6.840058378,12.69503459,2.171039477,0.057801042,80.88995409,-5.799063265,-0.790213372,0.424964921,,,,,,,,,,,,-7.894783206,3.909457219,-1.725079312,50,4.904456066,6.831176534,-128.4689974,-1.88083556,-13.19971105,26.50609592,-25.63761756,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,e75f9e44-aedd-11e8-ae34-484d7efbbbf7
189,9/2/18,2:28:24 PM,2,2,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Illies, Brendan",8888833,Right,NOR_TAR2,Undefined,5,Top,0,0,1,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.01474082,0.872719631,-3.437290266,2069.24738,250.2944097,2:15,4.932648662,1.693758674,6.325050423,-28.47249353,5.513564621,10.93399066,3.334805308,-0.51005177,82.04170185,-4.554576298,-1.301973966,0.419586896,,,,,,,,,,,,-6.936196871,2.787516051,-1.447790137,50,4.983010419,7.371715242,-130.6410826,1.054812753,-11.98110668,27.65384798,-27.35908615,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,f941c7b3-aedd-11e8-ae34-484d7efbbbf7
190,9/2/18,2:28:46 PM,2,3,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Illies, Brendan",8888833,Right,NOR_TAR2,Undefined,5,Top,0,1,1,Undefined,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,78.55000185,1.646965242,-0.970457819,,57.47716021,8:00,4.40865384,1.6850876,5.960573542,-50.79003439,-6.161275137,-12.22557809,1.629143585,-0.276497522,73.01371867,-7.901855584,-3.310058321,0.480816015,57.20877821,-12.27309796,-36.37089324,,,,,9.889200867,8.044565278,-25.65795656,0.093085327,6.340167052,-3.712043463,-1.600978086,50,4.510027633,2.385238511,-114.3105639,1.66434425,8.473875364,19.07617029,-37.13533639,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,07c4c447-aede-11e8-ae34-484d7efbbbf7
191,9/2/18,2:29:31 PM,3,1,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Serretti, Danny",1000048796,Left,NOR_TAR2,Undefined,5,Top,1,0,0,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.86702197,1.070107831,-3.592902865,1932.07759,255.7710878,2:30,4.808537026,1.627516332,6.351826111,-29.10453571,5.197880353,13.71200699,3.335440525,-0.46828917,81.3241336,-4.504576546,-0.898570724,0.421535227,,,,,,,,,,,,-8.587774037,2.547221486,-1.37286504,50,4.872830361,7.579754788,-130.3237279,1.48144765,-14.6580373,29.31958024,-27.82632499,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,22c7b2e2-aede-11e8-ae34-484d7efbbbf7
192,9/2/18,2:29:56 PM,3,2,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Serretti, Danny",1000048796,Left,NOR_TAR2,Undefined,5,Top,1,0,1,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,89.88246216,1.626933299,-2.751490386,1973.660372,250.1640188,2:15,4.973333569,1.462518055,6.285175694,-27.49695588,6.88759593,14.22119844,4.156762533,0.188560798,81.18091179,-3.633352113,0.047620402,0.4220396,,,,,,,,,,,,-8.604631987,3.292724155,-1.26614052,50,5.080166672,5.626125994,-130.3786516,2.808811381,-14.68269097,29.62929503,-26.55544089,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,2eef6add-aede-11e8-ae34-484d7efbbbf7
193,9/2/18,2:31:04 PM,3,3,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Serretti, Danny",1000048796,Left,NOR_TAR2,Undefined,5,Top,1,1,1,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,89.06791136,-0.215198851,-4.775758787,1947.525771,261.0618713,2:45,4.784193854,1.633546785,6.38777764,-30.68730211,4.254092343,16.16777712,1.989638714,-1.342197317,80.76310755,-6.086634788,-1.609944859,0.425443247,,,,,,,,,,,,-10.29940665,2.418876799,-1.296988047,50,4.754750198,10.09634067,-129.0366711,-1.485376806,-17.23740584,28.6945478,-28.12574146,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,5a143b69-aede-11e8-ae34-484d7efbbbf7
