PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
71,9/2/18,1:36:31 PM,1,4,"Love, Austin",1000017398,Right,NOR_TAR2,"Harris, Dylan",1000035579,Left,NOR_TAR,Undefined,2,Bottom,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,77.94699942,0.227287028,-4.343754987,1854.009706,223.9758215,1:30,5.587397674,3.196966949,7.24615678,-32.11391711,12.30568812,9.590565525,3.099922585,0.11139027,70.26019315,-6.009577732,-2.422252779,0.479688013,,,,,,,,,,,,-6.83939489,6.932636005,-2.951275489,50,5.591334856,8.260039286,-113.0153509,-0.257658431,-8.7095735,23.55411768,-23.34573789,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,baf063e0-aed6-11e8-ae34-484d7efbbbf7
72,9/2/18,1:36:46 PM,1,5,"Love, Austin",1000017398,Right,NOR_TAR2,"Harris, Dylan",1000035579,Left,NOR_TAR,Undefined,2,Bottom,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,83.23145155,-0.807435588,-2.000520517,2071.02148,199.3193475,12:45,5.979110987,2.933800048,6.628204327,-25.86624114,13.9245779,4.136812727,3.083432664,1.468743859,74.96757343,-5.762086449,-1.178781255,0.454007427,,,,,,,,,,,,-2.941813426,8.007442938,-2.799948918,50,5.913955139,4.055975978,-120.7869799,-2.370436614,-4.276596257,27.03478632,-20.53340534,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,c3df1685-aed6-11e8-ae34-484d7efbbbf7
73,9/2/18,1:37:19 PM,1,6,"Love, Austin",1000017398,Right,NOR_TAR2,"Harris, Dylan",1000035579,Left,NOR_TAR,Undefined,2,Bottom,0,0,0,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.15248677,-1.71357709,-3.445507746,2140.621214,203.1027313,12:45,5.983070516,3.127360612,6.875186426,-19.89446333,16.07882046,6.042207605,2.778601864,0.520196337,78.58173968,-5.513304795,-2.243273514,0.431679635,,,,,,,,,,,,-4.475978883,9.559598341,-2.910703619,50,5.866904618,7.367772444,-126.3673503,-4.246472625,-7.136583096,29.10650677,-16.93204905,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,d78fd66a-aed6-11e8-ae34-484d7efbbbf7
74,9/2/18,1:37:30 PM,1,7,"Love, Austin",1000017398,Right,NOR_TAR2,"Harris, Dylan",1000035579,Left,NOR_TAR,Undefined,2,Bottom,0,0,1,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,80.73238733,0.271829816,-3.52853748,1743.20137,220.2720641,1:15,5.530494145,3.259345437,7.559922327,-27.2738246,13.55997915,9.611093399,3.49888921,0.938527306,72.68391768,-5.052004632,-1.585131859,0.459919091,,,,,,,,,,,,-6.655010635,7.716589708,-3.078485624,50,5.537979957,6.901194012,-117.2171929,0.012585189,-9.111863782,25.44500132,-21.60869891,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,de745693-aed6-11e8-ae34-484d7efbbbf7
75,9/2/18,1:37:43 PM,1,8,"Love, Austin",1000017398,Right,NOR_TAR2,"Harris, Dylan",1000035579,Left,NOR_TAR,Undefined,2,Bottom,0,1,1,Undefined,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.53539824,-1.398896499,-3.256778446,2144.64494,224.6925904,1:30,5.675265892,2.912978318,6.919437801,-22.94940769,11.40337179,9.67343091,2.483548321,0.797008835,80.83993226,-5.78938643,-1.347683088,0.421844566,,,,,,,,,,,,-6.324567973,6.785365749,-2.711846428,50,5.579528306,6.941938682,-128.5942609,-3.749744786,-10.57360702,27.06179772,-20.83006565,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,e625e737-aed6-11e8-ae34-484d7efbbbf7
76,9/2/18,1:37:58 PM,1,9,"Love, Austin",1000017398,Right,NOR_TAR2,"Harris, Dylan",1000035579,Left,NOR_TAR,Undefined,2,Bottom,0,1,2,Undefined,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,89.07213425,-1.398117658,-3.861655704,2178.70094,188.9247415,12:15,6.008675747,2.891778352,6.956387784,-16.18456217,17.87668927,2.539156316,3.415603322,-0.401982832,80.9433892,-4.4618031,-3.359115942,0.420050802,,,,,,,,,,,,-2.551166422,10.43551481,-2.653168231,50,5.915658944,8.620969932,-129.2192664,-3.494078503,-4.29218015,28.17107323,-14.61693855,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,ef064b46-aed6-11e8-ae34-484d7efbbbf7
77,9/2/18,1:38:26 PM,2,1,"Love, Austin",1000017398,Right,NOR_TAR2,"Schroeder, Will",1000013659,Right,NOR_TAR,Undefined,2,Bottom,1,0,0,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,88.89223249,-1.443942929,-4.267076422,2255.559255,177.1419269,12:00,5.946011837,2.754869913,6.981544477,-18.663664,15.99054283,-0.702419816,3.095493134,-1.195173264,79.83035673,-5.011517972,-4.4072853,0.423691255,,,,,,,,,,,,-1.027262483,9.48784711,-2.49218559,50,5.850246442,9.633922379,-128.7351992,-3.665403094,-1.691731973,31.37820855,-16.54912836,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,fc8a2583-aed6-11e8-ae34-484d7efbbbf7
78,9/2/18,1:38:40 PM,2,2,"Love, Austin",1000017398,Right,NOR_TAR2,"Schroeder, Will",1000013659,Right,NOR_TAR,Undefined,2,Bottom,1,1,0,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.97603847,-1.825927577,-4.972640164,2216.925838,196.7346945,12:30,5.856200926,3.107844653,6.908183363,-20.29933682,13.45194672,3.51586207,2.503033782,-1.120108735,81.38265453,-5.703099118,-4.276781172,0.418135138,,,,,,,,,,,,-3.513338149,8.115917325,-2.796210829,50,5.733867596,11.18886275,-130.2395491,-4.676033594,-5.967290477,30.19945695,-18.38942718,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,039e561e-aed7-11e8-ae34-484d7efbbbf7
79,9/2/18,1:38:53 PM,2,3,"Love, Austin",1000017398,Right,NOR_TAR2,"Schroeder, Will",1000013659,Right,NOR_TAR,Undefined,2,Bottom,1,1,1,Undefined,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.67431375,-0.890470114,-4.194683715,2244.528259,50.56432459,7:45,5.582910894,3.031979088,7.064377898,-43.00151468,-2.681395407,-5.48795716,1.112627188,-1.265184099,75.14712123,-9.159170122,-5.275227586,0.457017071,,,,,,,,,,,,1.847179868,-1.221486831,-2.778677959,50,5.51670745,8.884375566,-118.5775942,-3.027067151,2.614927104,23.88677715,-33.90322452,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,0dd8796f-aed7-11e8-ae34-484d7efbbbf7
80,9/2/18,1:39:07 PM,2,4,"Love, Austin",1000017398,Right,NOR_TAR2,"Schroeder, Will",1000013659,Right,NOR_TAR,Undefined,2,Bottom,1,1,2,Undefined,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.5386079,-0.529647986,-4.193778423,,45.05674306,7:30,5.516979129,3.08138529,7.066597605,-44.31513391,-4.437095441,-6.004729268,1.270355905,-1.256429904,76.07886513,-8.988130004,-5.363266709,0.454504735,,,,,,,,,,,,2.308620361,-2.337341418,-2.828085274,50,5.471804443,8.890307254,-118.548004,-2.308784661,3.315458093,20.71722948,-35.53075356,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,174f1629-aed7-11e8-ae34-484d7efbbbf7
81,9/2/18,1:39:36 PM,3,1,"Love, Austin",1000017398,Right,NOR_TAR2,"Semper, Earl",1000017399,Left,NOR_TAR,Undefined,2,Bottom,2,0,0,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.58599881,-0.993276041,-2.57511956,2167.788511,210.301108,1:00,5.777090809,3.002856197,6.995013556,-22.36073715,11.8691864,5.993097995,3.00907387,1.187899206,80.71970752,-5.281346692,-1.389390146,0.421089569,,,,,,,,,,,,-4.10270557,6.95840136,-2.846749413,50,5.708593439,5.56180963,-128.7538929,-2.805295498,-6.861167843,27.66951225,-20.53715216,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,294ddd4b-aed7-11e8-ae34-484d7efbbbf7
82,9/2/18,1:39:48 PM,3,2,"Love, Austin",1000017398,Right,NOR_TAR2,"Semper, Earl",1000017399,Left,NOR_TAR,Undefined,2,Bottom,2,0,1,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.34427057,-1.385603353,-4.551143105,1745.076246,221.3041795,1:30,5.513141671,3.251367497,7.751485101,-27.66760587,10.04547916,7.259704786,1.946488337,-0.19587161,76.09459188,-6.769011798,-3.099209943,0.441995195,,,,,,,,,,,,-5.515396191,6.218393654,-3.033022918,50,5.440973374,9.405574395,-121.0115207,-3.509389583,-8.139330385,24.66863863,-22.99727165,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,30cd5aee-aed7-11e8-ae34-484d7efbbbf7
83,9/2/18,1:40:04 PM,3,3,"Love, Austin",1000017398,Right,NOR_TAR2,"Semper, Earl",1000017399,Left,NOR_TAR,Undefined,2,Bottom,2,0,2,Undefined,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,88.98429852,-0.429409309,-3.726589329,2190.294609,206.650908,1:00,5.784957816,3.146084051,7.091686995,-21.35381479,12.41769812,5.450964414,3.618099687,0.239389659,81.20397712,-4.522983414,-2.6499998,0.418260427,,,,,,,,,,,,-4.111059925,7.119310561,-2.9253317,50,5.752319985,8.213306484,-129.252779,-1.495957387,-6.948255458,27.16994262,-20.14143668,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,3a4fe3b3-aed7-11e8-ae34-484d7efbbbf7
84,9/2/18,1:40:40 PM,1,1,"Dotson, Josh",1000048798,Right,NOR_TAR,"Illies, Brendan",8888833,Right,NOR_TAR2,Undefined,3,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,83.29650338,0.191790343,-2.677669286,2013.846485,218.2465497,1:15,5.46604653,1.906343811,5.603724163,-27.46599968,13.76693688,9.119053027,3.353229726,0.216209639,75.07095357,-4.973079846,-0.901566899,0.46216138,,,,,,,,,,,,-5.700510081,7.31456428,-1.683339053,50,5.465080426,5.229598649,-120.6531628,-0.467426835,-8.305290933,26.02086655,-21.51718039,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,4d0d6c96-aed7-11e8-ae34-484d7efbbbf7
85,9/2/18,1:40:49 PM,1,2,"Dotson, Josh",1000048798,Right,NOR_TAR,"Illies, Brendan",8888833,Right,NOR_TAR2,Undefined,3,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,83.9177891,-0.416746757,-3.501529194,2002.263646,240.0031103,2:00,5.571008537,1.922701539,5.525839788,-30.39404484,10.13713047,14.0381677,2.627019551,-0.112259704,76.22018403,-6.117269606,-0.788810151,0.45821164,,,,,,,,,,,,-8.485970439,5.534170993,-1.628042937,50,5.514701785,6.805641178,-121.566739,-1.918984504,-12.63433658,24.96545404,-23.9344984,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,54abe9c6-aed7-11e8-ae34-484d7efbbbf7
86,9/2/18,1:40:58 PM,1,3,"Dotson, Josh",1000048798,Right,NOR_TAR,"Illies, Brendan",8888833,Right,NOR_TAR2,Undefined,3,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,73.92358671,1.441786747,-2.570643035,2369.495224,42.69794492,7:30,5.296012901,1.936474148,5.289404011,-59.39473849,-6.95538846,-8.641968637,1.581746468,-1.24030778,68.13835313,-9.653363497,-4.224604333,0.521194913,,,,,,,,,,,,3.817499785,-4.046442824,-1.695904205,50,5.383541279,5.161238423,-107.2336349,0.678012177,4.433591682,18.99111618,-36.87353153,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,54abe9ca-aed7-11e8-ae34-484d7efbbbf7
87,9/2/18,1:41:09 PM,1,4,"Dotson, Josh",1000048798,Right,NOR_TAR,"Illies, Brendan",8888833,Right,NOR_TAR2,Undefined,3,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,80.37412652,0.677115644,-3.845432147,1954.739955,250.8266214,2:15,5.309389687,1.86728773,6.054420036,-36.62494252,6.81997757,13.21869507,2.841376441,-0.524717406,72.846527,-6.290380218,-1.26099278,0.474396001,,,,,,,,,,,,-8.325409462,3.51939207,-1.575248891,50,5.342734113,7.285782366,-116.4550046,0.24416853,-11.33844585,23.55898829,-27.38095861,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,611fefd5-aed7-11e8-ae34-484d7efbbbf7
88,9/2/18,1:41:21 PM,1,5,"Dotson, Josh",1000048798,Right,NOR_TAR,"Illies, Brendan",8888833,Right,NOR_TAR2,Undefined,3,Top,0,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,84.00757349,0.338510602,-2.837773302,2001.126959,225.6060054,1:30,5.568037984,1.929035547,5.799413809,-26.61406384,13.6792677,11.80626788,3.663913612,0.335644362,75.57428643,-4.687906179,-0.530926768,0.45686523,,,,,,,,,,,,-7.245889934,7.273606252,-1.703146483,50,5.580240804,5.511562296,-121.7105335,-0.09909622,-10.72372675,26.86677064,-21.40930238,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,67c40ec2-aed7-11e8-ae34-484d7efbbbf7
89,9/2/18,1:42:04 PM,1,6,"Dotson, Josh",1000048798,Right,NOR_TAR,"Illies, Brendan",8888833,Right,NOR_TAR2,Undefined,3,Top,0,0,0,Undefined,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,87.42971205,0.36189847,-2.713989872,2159.871606,224.6824105,1:30,5.329503672,1.952252814,5.939080296,-26.99345356,9.493749814,7.792563303,3.402690896,0.116292625,79.7863935,-4.726813425,-1.208059193,0.434752219,64.30113305,10.24996207,-19.71066832,756.3047318,,,,96.20476217,95.71627494,-20.88250799,1.152201538,-4.951504222,5.033986011,-1.740587958,50,5.343102908,5.682886153,-126.923468,-0.083115206,-8.080350805,25.88244158,-23.95909587,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,82a59c78-aed7-11e8-ae34-484d7efbbbf7
90,9/2/18,1:42:46 PM,2,1,"Dotson, Josh",1000048798,Right,NOR_TAR,"Serretti, Danny",1000048796,Left,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,87.05672572,0.862216973,-3.102946929,2262.287372,229.1812826,1:45,5.387584416,1.894849989,5.982169661,-26.17362775,10.70227506,10.29377795,3.996434741,-0.071700488,79.13417277,-4.08166758,-1.098561963,0.437061799,,,,,,,,,,,,-6.437746584,5.554267607,-1.655406589,50,5.441307312,6.383822532,-126.2645591,1.063730656,-10.37188776,26.19404205,-23.22553848,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,9ab4ac57-aed7-11e8-ae34-484d7efbbbf7
91,9/2/18,1:43:01 PM,2,2,"Dotson, Josh",1000048798,Right,NOR_TAR,"Serretti, Danny",1000048796,Left,NOR_TAR2,Undefined,3,Top,1,1,0,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,87.87605684,-0.357460389,-3.535771625,2163.336998,212.9343729,1:00,5.36300093,1.782715901,6.094841237,-23.95049666,11.83132114,6.612370499,3.032866159,-0.909072838,80.62237744,-4.858605547,-2.256210232,0.430529305,,,,,,,,,,,,-4.501479843,6.514894631,-1.513863454,50,5.322799131,7.593294675,-127.5330587,-1.545153727,-7.458585237,24.74455601,-21.37939911,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,a3bb3726-aed7-11e8-ae34-484d7efbbbf7
92,9/2/18,1:43:14 PM,2,3,"Dotson, Josh",1000048798,Right,NOR_TAR,"Serretti, Danny",1000048796,Left,NOR_TAR2,Undefined,3,Top,1,2,0,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.00821113,-0.569592225,-2.477495186,2144.445258,235.1119855,1:45,5.372183179,1.945608172,5.990550566,-27.89722829,8.214558187,9.25386089,2.497154872,0.465594462,80.05140164,-5.849176917,-0.675259124,0.432509853,,,,,,,,,,,,-5.723833993,4.626780772,-1.755529217,50,5.312044891,5.115259482,-127.7118117,-2.201111422,-9.407906676,27.48428998,-24.5692994,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,ab338d99-aed7-11e8-ae34-484d7efbbbf7
93,9/2/18,1:43:33 PM,2,4,"Dotson, Josh",1000048798,Right,NOR_TAR,"Serretti, Danny",1000048796,Left,NOR_TAR2,Undefined,3,Top,1,2,1,Undefined,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.17110131,-0.667128553,-3.479756806,2149.781635,220.5304329,1:15,5.132549577,1.698146572,5.870656822,-24.74335366,12.58487993,9.097971443,2.447337684,-0.731561029,78.56869237,-5.338819206,-1.704429673,0.439734194,,,,,,,,,,,,-5.995711112,7.016178909,-1.421954134,50,5.064417823,7.266785294,-126.2436362,-2.256247113,-9.556546852,28.66381465,-20.99098099,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,b66f366d-aed7-11e8-ae34-484d7efbbbf7
94,9/2/18,1:43:54 PM,2,5,"Dotson, Josh",1000048798,Right,NOR_TAR,"Serretti, Danny",1000048796,Left,NOR_TAR2,Undefined,3,Top,1,2,2,Undefined,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,75.29036647,4.98860582,-0.168825539,2433.653116,39.996323,7:15,5.164974897,1.93742176,5.334385688,-63.34083742,-12.5039244,-12.55701843,4.420225776,0.664109639,68.45076765,-6.981721276,-2.594369394,0.513169816,,,,,,,,,,,,6.576132728,-8.042550197,-1.912710088,50,5.569855757,0.848123337,-108.9628508,7.26921625,7.859425743,20.2036282,-41.78605438,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,bd882bce-aed7-11e8-ae34-484d7efbbbf7
95,9/2/18,1:44:07 PM,2,6,"Dotson, Josh",1000048798,Right,NOR_TAR,"Serretti, Danny",1000048796,Left,NOR_TAR2,Undefined,3,Top,1,3,2,Undefined,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,88.80986238,-2.13959156,-4.435499895,2186.10075,222.6532986,1:30,5.330216731,1.576492048,6.030719846,-22.68320705,12.61451069,10.16770125,1.452201387,-1.647567482,81.41403123,-6.386916279,-2.475904161,0.427607025,,,,,,,,,,,,-6.67853008,7.405110432,-1.235407971,50,5.150411726,9.543576955,-128.6582773,-5.535039624,-11.23857225,25.70408809,-19.71279322,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,ca69e150-aed7-11e8-ae34-484d7efbbbf7
96,9/2/18,1:45:34 PM,3,1,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Freeman, Ike",8899244,Right,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,89.69871126,-0.700499923,-5.8206147,2081.064701,255.7991503,2:30,4.919148003,2.040674219,6.530256786,-28.48902486,5.770855557,16.10805394,1.867613915,-1.892066807,81.57329552,-6.146237991,-2.667848965,0.42127379,,,,,,,,,,,,-10.55324023,3.402119205,-1.642019733,50,4.858372498,12.5474268,-129.7806976,-2.494434663,-17.93701911,28.0326758,-26.39157077,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,fe9a02ba-aed7-11e8-ae34-484d7efbbbf7
97,9/2/18,1:45:45 PM,3,2,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Freeman, Ike",8899244,Right,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,89.19827576,-1.165957733,-4.55595386,2100.934351,253.574487,2:30,4.89930669,1.96018661,6.432228427,-28.3805963,5.956259286,15.01573811,1.43174268,-0.916311528,82.01852558,-6.550450281,-1.638523534,0.421746784,,,,,,,,,,,,-9.415749826,3.584854232,-1.642302665,50,4.803509668,9.688560273,-129.3942947,-3.548009297,-16.0616201,25.44361668,-26.0589151,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,0574f94d-aed8-11e8-ae34-484d7efbbbf7
98,9/2/18,1:45:58 PM,3,3,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Freeman, Ike",8899244,Right,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,79.50915715,3.442194365,-3.636251991,1685.795401,308.6105444,4:15,3.839420931,2.196437523,6.142823367,-50.87568017,-7.124680373,11.29796852,2.690379904,-0.173960122,72.95502708,-6.235766533,-1.447498588,0.476064184,,,,,,,,,,,,-7.085525771,-4.752287684,-1.92525182,50,4.075894729,6.889052789,-115.2894337,5.302091621,-9.584400153,20.42676954,-38.6023403,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,0cc728ca-aed8-11e8-ae34-484d7efbbbf7
99,9/2/18,1:46:08 PM,3,4,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Freeman, Ike",8899244,Right,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,89.77284232,-0.809400015,-4.886174386,2147.435596,245.1427816,2:15,4.954144983,1.916597495,6.21548671,-25.99956467,8.383440925,14.58896776,2.020323705,-1.316564511,81.98049295,-5.730859783,-2.052438302,0.42203011,,,,,,,,,,,,-9.282084079,4.803224166,-1.557260221,50,4.880449451,10.48089754,-130.0588999,-2.688760487,-15.91790788,26.97057008,-23.9369674,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,133b9728-aed8-11e8-ae34-484d7efbbbf7
100,9/2/18,1:46:19 PM,3,5,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Freeman, Ike",8899244,Right,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,77.90091974,2.323449411,-1.117622205,2200.29948,62.1349756,8:00,4.439440274,1.807048526,5.618677845,-50.75787871,-4.528257861,-12.179136,2.293452829,-0.303026689,71.92405873,-7.205306224,-3.449587726,0.489363625,,,,,,,,,,,,6.18828933,-2.996459572,-1.703609298,50,4.604373683,2.692452084,-113.1844775,2.878134253,8.074433021,19.52921499,-36.0838063,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,1989deb0-aed8-11e8-ae34-484d7efbbbf7
101,9/2/18,1:46:35 PM,3,6,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Freeman, Ike",8899244,Right,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,90.5966171,0.188306234,-4.184392736,2219.879033,251.2148651,2:15,5.144498269,2.007483433,6.270694716,-26.8845754,6.633831628,14.98958965,3.054529451,-0.535341624,82.92583883,-4.911634412,-1.270703389,0.41669012,,,,,,,,,,,,-9.281658728,3.581681027,-1.704894965,50,5.145408783,8.960155675,-131.4458121,-0.457475541,-16.30698918,26.76974474,-25.88137658,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,2326a1f6-aed8-11e8-ae34-484d7efbbbf7
102,9/2/18,1:46:47 PM,3,7,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Freeman, Ike",8899244,Right,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,78.64677482,1.745188363,-5.389978694,1722.110509,296.1875171,3:45,3.996017946,2.090036036,6.299187832,-49.1965365,-4.535345318,13.34387985,1.417932954,-1.714813636,72.18103709,-7.62288735,-2.80061546,0.480990689,,,,,,,,,,,,-8.747860903,-2.927166933,-1.699709647,50,4.10138637,10.24428524,-113.9037584,1.963162313,-11.51844141,20.48086616,-36.02829375,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,2a387036-aed8-11e8-ae34-484d7efbbbf7
103,9/2/18,1:46:59 PM,3,8,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Freeman, Ike",8899244,Right,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,0,0,,80.92502327,1.90555162,-4.889505903,1751.216981,288.7292184,3:30,4.203448789,2.235287319,6.079758257,-45.86996024,-3.149860435,15.36475593,2.060955358,-0.940287186,73.71725828,-6.835342796,-1.901121398,0.470422026,,,,,,,,,,,,-9.733821873,-2.231503671,-1.865058294,50,4.327028395,9.399765215,-117.170555,2.398330702,-13.48722124,22.82227151,-35.26602868,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,31bcb2a5-aed8-11e8-ae34-484d7efbbbf7
104,9/2/18,1:47:43 PM,3,9,"Blendinger, Kyle",8899567,Right,NOR_TAR,"Freeman, Ike",8899244,Right,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,87.90952186,-0.686235358,-2.814419497,1940.679027,239.3740126,2:00,4.89538875,1.601911607,6.290160304,-28.13061996,7.609494657,10.12020475,1.89699601,-0.106286545,80.1009456,-6.033239513,-0.842294204,0.430278344,90.04932954,10.57852336,-30.1971158,2662.521091,91.27062233,7.803062197,-61.39736064,151.6544271,100.4105877,-35.81118483,1.396272583,-6.343645936,4.374391429,-1.399825752,50,4.831307268,5.861040493,-127.6444723,-2.416992749,-10.42491465,27.23831115,-24.98533441,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,4775424c-aed8-11e8-ae34-484d7efbbbf7
105,9/2/18,1:48:31 PM,4,1,"Blendinger, Kyle",8899567,Right,NOR_TAR,"McGee, Ashton",8899474,Left,NOR_TAR2,Undefined,3,Top,1,0,0,Undefined,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,76.84558699,3.133885152,-1.196072135,2096.326353,54.38584309,7:45,4.22802674,1.825478247,5.639062701,-53.52412308,-5.789479531,-10.88195273,2.601979337,-0.24375193,70.54630398,-6.94858695,-3.284976345,0.497265536,39.78032581,-35.63512253,17.40397079,,,,,4.498090067,1.877859651,16.84774434,0.073373413,5.472077952,-3.924758108,-1.716610589,50,4.459392579,2.75264726,-111.535989,4.332995699,6.901994772,19.82152682,-37.12439104,NOR_TAR,NOR_TAR2,UNC,D1,ACC,20180902-UNC-1,686e3f8b-aed8-11e8-ae34-484d7efbbbf7
